BTC_open,BTC_close,BTC_low,BTC_high,ETH_open,ETH_close,ETH_low,ETH_high,BNB_open,BNB_close,BNB_low,BNB_high,XRP_open,XRP_close,XRP_low,XRP_high
4.277413325232307,4.277501358779502,4.272051454966177,4.282367909394346,2.9294466643207833,2.929504367949231,2.9224151739358493,2.9358284158798775,1.962542717296195,1.9627120404888239,1.9553875504097142,1.9689234822297679,-0.3578671670893357,-0.35785656018198964,-0.365926745984955,-0.3505500508533844
