open_time,BTC_open,BTC_close,BTC_low,BTC_high,ETH_open,ETH_close,ETH_low,ETH_high,BNB_open,BNB_close,BNB_low,BNB_high,XRP_open,XRP_close,XRP_low,XRP_high
2018-05-04 06:00:00,9635.39,9765.0,9605.0,9830.04,773.94,802.01,772.0,810.0,14.39,14.5253,14.31,14.7499,0.5,0.91596,0.5,1.5
2018-05-04 12:00:00,9760.33,9665.0,9570.1,9789.3,802.27,777.62,762.6,807.5,14.5253,14.3506,14.25,14.5705,0.91596,0.88421,0.87644,0.9245
2018-05-04 18:00:00,9664.9,9713.99,9615.92,9777.14,777.0,785.99,770.12,795.0,14.3486,14.3622,14.2999,14.479,0.88698,0.8899,0.88112,0.90699
2018-05-05 00:00:00,9714.0,9843.6,9682.0,9889.45,785.8,812.34,781.56,817.0,14.3621,14.325,14.21,14.57,0.8898,0.90549,0.888,0.90985
2018-05-05 06:00:00,9839.71,9900.0,9784.89,9972.0,812.05,817.8,802.39,823.2,14.3111,14.5002,14.27,14.55,0.90442,0.90176,0.89679,0.90985
2018-05-05 12:00:00,9900.56,9902.0,9870.0,10020.0,818.19,812.98,811.16,832.66,14.5,14.4399,14.2702,14.5253,0.90244,0.91501,0.90175,0.935
2018-05-05 18:00:00,9902.9,9864.0,9730.01,9924.07,812.39,819.5,799.61,821.21,14.4399,14.4468,14.3126,14.5,0.91501,0.9028,0.89601,0.92
2018-05-06 00:00:00,9863.99,9751.15,9751.0,9970.0,819.5,802.65,802.65,839.99,14.444,14.4717,14.4161,14.9384,0.9028,0.88445,0.88445,0.918
2018-05-06 06:00:00,9751.15,9539.94,9488.88,9770.83,803.78,774.07,770.0,804.99,14.4717,14.1504,14.0987,14.79,0.88446,0.8555,0.85,0.88489
2018-05-06 12:00:00,9536.98,9619.02,9417.03,9650.0,774.05,790.55,752.49,795.29,14.1586,13.9998,13.5495,14.1668,0.85576,0.86715,0.83774,0.8715
2018-05-06 18:00:00,9619.02,9659.01,9516.0,9682.28,790.55,794.3,776.52,796.83,13.9906,14.012,13.8001,14.09,0.86712,0.86483,0.85001,0.86899
2018-05-07 00:00:00,9661.02,9358.99,9252.0,9689.67,794.3,756.79,741.23,799.14,13.9993,13.2943,13.166,14.0764,0.86482,0.82,0.8,0.86886
2018-05-07 06:00:00,9358.99,9339.0,9258.0,9434.8,757.2,733.0,705.46,758.99,13.2936,13.3753,13.204,13.596,0.82,0.82,0.80201,0.836
2018-05-07 12:00:00,9335.88,9358.98,9181.0,9423.0,733.0,737.76,701.0,749.93,13.3899,13.4276,12.915,13.4811,0.8187,0.82415,0.8,0.828
2018-05-07 18:00:00,9358.99,9365.0,9269.46,9465.64,738.53,752.49,735.12,766.87,13.4201,13.71,13.4111,13.8499,0.82413,0.8249,0.81681,0.8422
2018-05-08 00:00:00,9365.0,9334.0,9318.87,9475.7,753.0,752.69,751.3,777.0,13.7191,13.675,13.64,13.9733,0.8249,0.8311,0.82345,0.84802
2018-05-08 06:00:00,9334.02,9198.0,9185.0,9414.4,752.69,728.01,727.98,762.5,13.675,13.2661,13.25,13.752,0.83032,0.80284,0.80284,0.83699
2018-05-08 12:00:00,9200.0,9136.93,9060.54,9200.01,728.01,735.74,720.02,742.91,13.2523,13.2451,13.0001,13.3001,0.80284,0.801,0.792,0.81198
2018-05-08 18:00:00,9136.95,9187.56,9080.0,9271.0,735.33,748.99,725.76,759.05,13.2437,13.4981,13.12,13.6499,0.80196,0.80667,0.7933,0.8158
2018-05-09 00:00:00,9178.0,9070.0,8965.0,9199.0,748.99,724.0,710.26,750.75,13.5,13.1859,13.02,13.6179,0.80667,0.76946,0.7569,0.80813
2018-05-09 06:00:00,9070.0,9258.13,9025.0,9272.0,724.0,743.96,717.0,748.8,13.1703,13.8143,13.1703,14.051,0.76946,0.79683,0.7613,0.80263
2018-05-09 12:00:00,9258.65,9322.0,9240.12,9390.0,743.49,752.25,741.1,760.74,13.8145,14.3406,13.767,14.49,0.79683,0.80423,0.7871,0.81894
2018-05-09 18:00:00,9325.99,9310.0,9231.0,9361.14,752.0,751.75,743.96,757.51,14.3407,14.6417,14.2861,14.8,0.80284,0.79481,0.79196,0.80683
2018-05-10 00:00:00,9310.0,9310.0,9280.88,9376.0,752.4,759.9,751.0,769.88,14.6266,14.3664,14.3371,15.05,0.79481,0.79487,0.79035,0.80572
2018-05-10 06:00:00,9310.0,9344.0,9260.0,9395.12,758.12,760.84,753.15,766.89,14.355,14.209,14.1501,14.4716,0.794,0.79552,0.78497,0.80194
2018-05-10 12:00:00,9344.0,9157.55,9090.0,9395.0,760.83,741.99,736.07,766.93,14.1905,14.148,13.9607,14.6884,0.79552,0.78063,0.769,0.805
2018-05-10 18:00:00,9159.55,9002.2,8970.0,9168.64,742.0,722.52,720.0,745.77,14.1479,13.7957,13.7323,14.169,0.78063,0.74558,0.74085,0.78177
2018-05-11 00:00:00,9002.21,9007.19,8850.0,9016.8,722.52,736.8,714.79,737.23,13.7737,13.9894,13.4,14.13,0.7492,0.75602,0.725,0.75602
2018-05-11 06:00:00,9005.07,8594.98,8582.5,9010.11,736.8,678.0,676.19,736.98,13.9895,12.8221,12.818,14.045,0.756,0.66197,0.6511,0.75602
2018-05-11 12:00:00,8594.98,8593.0,8462.0,8680.0,677.6,681.04,666.73,694.8,12.8221,12.8756,12.5211,13.0373,0.66194,0.69178,0.64758,0.70759
2018-05-11 18:00:00,8593.0,8400.0,8341.0,8684.0,681.69,676.96,663.0,693.46,12.8754,12.9884,12.5353,13.1879,0.6902,0.6761,0.655,0.703
2018-05-12 00:00:00,8405.94,8277.07,8254.7,8476.36,676.96,653.65,653.0,687.0,12.9603,12.3803,12.38,13.195,0.67376,0.64945,0.6478,0.69061
2018-05-12 06:00:00,8277.06,8524.02,8153.0,8588.0,653.65,677.13,633.2,689.31,12.3983,12.9984,12.1242,13.1,0.64787,0.69098,0.62519,0.705
2018-05-12 12:00:00,8524.02,8374.09,8250.0,8646.88,677.07,668.79,651.04,690.0,12.9983,12.6305,12.3456,13.27,0.69098,0.6671,0.654,0.71
2018-05-12 18:00:00,8374.9,8465.94,8296.12,8540.11,668.79,684.11,661.74,690.2,12.6076,12.9319,12.4997,13.086,0.6671,0.68522,0.65679,0.69376
2018-05-13 00:00:00,8475.44,8367.0,8298.0,8524.0,684.56,674.5,666.31,689.11,12.9319,12.8251,12.6186,13.1559,0.68192,0.67351,0.66456,0.69029
2018-05-13 06:00:00,8367.0,8555.0,8361.13,8610.0,675.04,695.01,673.8,700.69,12.8115,13.1455,12.7483,13.247,0.675,0.69042,0.67193,0.69499
2018-05-13 12:00:00,8555.0,8549.0,8505.99,8700.96,695.84,718.0,694.82,740.0,13.1318,12.88,12.7723,13.5794,0.6905,0.71759,0.687,0.7501
2018-05-13 18:00:00,8547.0,8679.71,8547.0,8763.36,718.0,729.08,717.02,742.0,12.88,13.1515,12.7914,13.2138,0.71756,0.72999,0.71513,0.7495
2018-05-14 00:00:00,8679.71,8369.14,8277.0,8709.93,729.08,699.0,687.0,733.99,13.1624,12.4681,12.2744,13.163,0.72999,0.7012,0.68585,0.73247
2018-05-14 06:00:00,8369.14,8415.01,8303.0,8448.0,699.45,713.34,691.78,716.87,12.4679,12.5933,12.2,12.6315,0.7013,0.718,0.69824,0.72368
2018-05-14 12:00:00,8415.02,8747.36,8300.0,8823.99,713.33,733.84,686.0,741.0,12.5767,12.9686,12.2769,13.1001,0.718,0.73377,0.6905,0.74666
2018-05-14 18:00:00,8742.0,8663.34,8593.11,8879.99,733.84,727.49,717.0,743.9,12.9933,12.8388,12.68,13.2,0.73377,0.72694,0.72,0.7499
2018-05-15 00:00:00,8663.37,8722.03,8611.0,8762.46,727.49,732.42,720.0,736.48,12.8448,13.1972,12.8347,13.2623,0.72695,0.74187,0.72367,0.7428
2018-05-15 06:00:00,8722.02,8760.0,8640.96,8859.99,733.0,732.51,722.0,740.0,13.1972,13.0665,12.9111,13.33,0.74187,0.7379,0.73001,0.74892
2018-05-15 12:00:00,8759.48,8547.9,8456.0,8793.84,732.51,716.93,707.75,735.85,13.0665,12.786,12.6181,13.1898,0.7379,0.71055,0.70267,0.74134
2018-05-15 18:00:00,8543.07,8462.0,8401.3,8588.64,716.94,704.91,695.0,717.55,12.7617,12.5389,12.4638,12.7898,0.71174,0.689,0.6801,0.71174
2018-05-16 00:00:00,8462.0,8200.0,8083.01,8488.0,704.91,683.07,673.52,709.0,12.5312,12.02,11.88,12.9199,0.689,0.67493,0.65756,0.6955
2018-05-16 06:00:00,8200.0,8355.0,8155.0,8417.87,684.0,704.66,680.49,712.84,12.009,12.2639,11.9211,12.4209,0.67392,0.69128,0.67101,0.70023
2018-05-16 12:00:00,8355.0,8270.01,8109.73,8387.0,704.66,693.26,678.01,708.28,12.2638,12.1109,11.8831,12.3437,0.69294,0.67804,0.66861,0.694
2018-05-16 18:00:00,8274.0,8330.0,8205.0,8352.19,693.27,706.29,691.75,707.5,12.1136,12.2901,12.0,12.3,0.68158,0.70585,0.67594,0.712
