open_time,open,high,low,close,close_time,number_of_trades
2018-05-04 00:00:00,0.5,1.5,0.5,0.91596,2018-05-04 11:59:59.999,20069
2018-05-04 12:00:00,0.91596,0.9245,0.87644,0.8899,2018-05-04 23:59:59.999,17423
2018-05-05 00:00:00,0.8898,0.90985,0.888,0.90176,2018-05-05 11:59:59.999,10485
2018-05-05 12:00:00,0.90244,0.935,0.89601,0.9028,2018-05-05 23:59:59.999,15991
2018-05-06 00:00:00,0.9028,0.918,0.85,0.8555,2018-05-06 11:59:59.999,17431
2018-05-06 12:00:00,0.85576,0.8715,0.83774,0.86483,2018-05-06 23:59:59.999,11282
2018-05-07 00:00:00,0.86482,0.86886,0.8,0.82,2018-05-07 11:59:59.999,16864
2018-05-07 12:00:00,0.8187,0.8422,0.8,0.8249,2018-05-07 23:59:59.999,12310
2018-05-08 00:00:00,0.8249,0.84802,0.80284,0.80284,2018-05-08 11:59:59.999,12235
2018-05-08 12:00:00,0.80284,0.8158,0.792,0.80667,2018-05-08 23:59:59.999,10775
2018-05-09 00:00:00,0.80667,0.80813,0.7569,0.79683,2018-05-09 11:59:59.999,16031
2018-05-09 12:00:00,0.79683,0.81894,0.7871,0.79481,2018-05-09 23:59:59.999,10940
2018-05-10 00:00:00,0.79481,0.80572,0.78497,0.79552,2018-05-10 11:59:59.999,8177
2018-05-10 12:00:00,0.79552,0.805,0.74085,0.74558,2018-05-10 23:59:59.999,11998
2018-05-11 00:00:00,0.7492,0.75602,0.6511,0.66197,2018-05-11 11:59:59.999,26999
2018-05-11 12:00:00,0.66194,0.70759,0.64758,0.6761,2018-05-11 23:59:59.999,23249
2018-05-12 00:00:00,0.67376,0.705,0.62519,0.69098,2018-05-12 11:59:59.999,17983
2018-05-12 12:00:00,0.69098,0.71,0.654,0.68522,2018-05-12 23:59:59.999,15924
2018-05-13 00:00:00,0.68192,0.69499,0.66456,0.69042,2018-05-13 11:59:59.999,9864
2018-05-13 12:00:00,0.6905,0.7501,0.687,0.72999,2018-05-13 23:59:59.999,20089
2018-05-14 00:00:00,0.72999,0.73247,0.68585,0.718,2018-05-14 11:59:59.999,16872
2018-05-14 12:00:00,0.718,0.7499,0.6905,0.72694,2018-05-14 23:59:59.999,18987
2018-05-15 00:00:00,0.72695,0.74892,0.72367,0.7379,2018-05-15 11:59:59.999,9562
2018-05-15 12:00:00,0.7379,0.74134,0.6801,0.689,2018-05-15 23:59:59.999,12841
2018-05-16 00:00:00,0.689,0.70023,0.65756,0.69128,2018-05-16 11:59:59.999,11270
2018-05-16 12:00:00,0.69294,0.712,0.66861,0.70585,2018-05-16 23:59:59.999,7566
2018-05-17 00:00:00,0.70942,0.712,0.6851,0.69059,2018-05-17 11:59:59.999,7976
2018-05-17 12:00:00,0.68951,0.69854,0.6482,0.65849,2018-05-17 23:59:59.999,9132
2018-05-18 00:00:00,0.65849,0.67479,0.646,0.66875,2018-05-18 11:59:59.999,8188
2018-05-18 12:00:00,0.66801,0.68255,0.65005,0.67766,2018-05-18 23:59:59.999,9246
2018-05-19 00:00:00,0.67698,0.67998,0.6611,0.67996,2018-05-19 11:59:59.999,5304
2018-05-19 12:00:00,0.67998,0.69139,0.6656,0.67339,2018-05-19 23:59:59.999,6687
2018-05-20 00:00:00,0.67483,0.692,0.668,0.68408,2018-05-20 11:59:59.999,6938
2018-05-20 12:00:00,0.68408,0.70659,0.6789,0.6994,2018-05-20 23:59:59.999,8363
