BTC_open,BTC_close,BTC_low,BTC_high,ETH_open,ETH_close,ETH_low,ETH_high,BNB_open,BNB_close,BNB_low,BNB_high,XRP_open,XRP_close,XRP_low,XRP_high
0.37354735198537076,0.3735717666619103,0.3734013363171363,0.3736430694145834,0.515405383814798,0.5154293168670646,0.5156986894554978,0.5150006626850819,0.6734874788916033,0.6734716263693922,0.6740866985713715,0.6729359283864204,0.20789201287495598,0.20789671102560867,0.20666409304479977,0.208971978962796
