open_time,BTC_open,BTC_close,BTC_low,BTC_high,ETH_open,ETH_close,ETH_low,ETH_high,BNB_open,BNB_close,BNB_low,BNB_high,XRP_open,XRP_close,XRP_low,XRP_high
2018-05-04 06:00:00,0.012883432855624297,-0.010293451668348054,-0.0036401414894566687,-0.004153050872901163,0.035950858358821294,-0.03088310363662884,-0.012250902601312758,-0.003091192569672858,0.009358435670157098,-0.012100203391204378,-0.004201686853700081,-0.012237366393623517,0.6053645971761876,-0.03527810461174179,0.5612601495172879,-0.483967336263122
2018-05-04 12:00:00,-0.009825445333533002,0.005056001820686466,0.004776403559627339,-0.001242944712018138,-0.032004859196273716,0.010706096721881848,0.009812699437671317,-0.015600940442479661,-0.012239580098794734,0.0008080020500337235,0.003495637519757741,-0.006299612908921766,-0.03215026145732576,0.006414505876179037,0.005325577574691786,-0.019121626131146773
2018-05-04 18:00:00,0.005067377928270226,0.013254383333586747,0.0068484332268119496,0.011421524617343451,0.011261956756711896,0.032974902033111875,0.014745575485175539,0.02729698020567098,0.0009404160117956617,-0.0025934926274596443,-0.006306602125408,0.00626529640782885,0.00317428423088783,0.017367136777362232,0.00777791747799866,0.003148326063219153
2018-05-05 00:00:00,0.012858095161599041,0.0057132593259768,0.010570867570874307,0.008312633302099422,0.032859607496252365,0.0066988361954672246,0.026302851611592952,0.007560089659837032,-0.003557332546217474,0.012156179834049752,0.004213489379735616,-0.0013736265896118678,0.016297135896161552,-0.0041278243699179925,0.00984997794535825,0.0
2018-05-05 06:00:00,0.006165082112181398,0.00020199979868695757,0.008660494357013344,0.0048019299954072114,0.007532668849374484,-0.00591129893132472,0.01087054799855977,0.011426211060397767,0.013113189490311877,-0.004167234201908436,1.4015318743740588e-05,-0.0016990370480680435,-0.0021916482655524256,0.014586584907288576,0.005515598846119988,0.02726677852943523
2018-05-05 12:00:00,0.00023632234073151464,-0.0038449910771881095,-0.014284929498775396,-0.009619976244624384,-0.007114063046802618,0.007987889184667299,-0.01434121315529385,-0.013846533208091906,-0.004153441193584179,0.00047772851389947085,0.0029668213821246584,-0.001743307142904744,0.013832788174998892,-0.013433949234168603,-0.006385746156712539,-0.016172859245601072
2018-05-05 18:00:00,-0.0039368914640456705,-0.011506539089741797,0.002154919906367283,0.004617464561652596,0.008713877760700739,-0.02077564475846113,0.0037946446242542956,0.022611124632446473,0.00028389518226680136,0.0017220814463783255,0.007205369389268553,0.029786429496204483,-0.013433949234168603,-0.02053506205386418,-0.012985590737419369,-0.0021762794225955173
2018-05-06 00:00:00,-0.01150552530171776,-0.021898030640060077,-0.027249257163265934,-0.020179167586802684,-0.019368798289736925,-0.03625644464859511,-0.04152823857769379,-0.04256013202343554,0.0019159147780110815,-0.022452125952286992,-0.022263043026870186,-0.00998380220002479,-0.020523755656138825,-0.03327988955726828,-0.039729633405154396,-0.036734047122984455
2018-05-06 06:00:00,-0.02220835327324766,0.008255192254289558,-0.0076008344389253595,-0.012443501036049735,-0.037689128907672995,0.021066596979325888,-0.023002807349543606,-0.01212302696861404,-0.021872804872112104,-0.010699848442004209,-0.039732948276140954,-0.04305007774003143,-0.032987326289366445,0.01352587886434657,-0.01452855967348855,-0.015247478537430383
2018-05-06 12:00:00,0.00856551488747735,0.004148770113953601,0.010454840189920534,0.00333949539314476,0.02109243476967957,0.004732317882932251,0.031434691358989124,0.0019345281514892543,-0.011936537786391347,0.0008710615363093775,0.01832619223784498,-0.005435873072088178,0.013187412509619054,-0.0026790163715262384,0.014540324310167487,-0.0028842472407570262
2018-05-06 18:00:00,0.0043568443257693224,-0.03155377981615933,-0.0281348480715185,0.0007629588511718615,0.004732317882932251,-0.0483754195193727,-0.04651143035949861,0.002894793276962163,0.0006216528304980237,-0.05257873339908594,-0.04703808946803084,-0.0009656896910430231,-0.002655982715409687,-0.053228615566769756,-0.060636386453113554,-0.00014961015075239345
2018-05-07 00:00:00,-0.03176185402797494,-0.0021381985567444296,0.000648298239886038,-0.026655388667627972,-0.047833804303918426,-0.03194010223306215,-0.049460896189910994,-0.05154754736272492,-0.051724611960350234,0.006074350500911191,0.0028820649452616885,-0.03472400438567618,-0.05321705253378613,0.0,0.0025093489487821026,-0.03855339448386458
